tenor,real_rf,market_erp
1.0,0.023026045,0.039546000
2.0,0.025546876,0.043791000
3.0,0.027450446,0.045865000
4.0,0.028580232,0.045387000
5.0,0.028785558,0.045127000
6.0,0.028415650,0.043706000
7.0,0.028484477,0.042402000
8.0,0.028870013,0.040123000
9.0,0.029145987,0.038293000
10.0,0.029616991,0.036414000
11.0,0.030235456,0.035927000
12.0,0.030851114,0.034325000
13.0,0.031430396,0.032781000
14.0,0.032005813,0.031328000
15.0,0.032508146,0.030003000
16.0,0.032978047,0.028589000
17.0,0.033338087,0.027707000
18.0,0.033637091,0.027059000
19.0,0.033808817,0.026668000
20.0,0.033832878,0.026560000
21.0,0.033945604,0.029320000
22.0,0.034197927,0.029606000
23.0,0.034435007,0.029955000
24.0,0.034607925,0.030365000
25.0,0.034759468,0.030834000
26.0,0.034916132,0.031384000
27.0,0.034999433,0.031968000
28.0,0.035029757,0.032600000
29.0,0.035062141,0.033278000
30.0,0.035039513,0.034004000
31.0,0.037705473,0.010743601
32.0,0.037705473,0.010743601
33.0,0.037705473,0.010743601
34.0,0.037705473,0.010743601
35.0,0.037705473,0.010743601
36.0,0.037705473,0.010743601
37.0,0.037705473,0.010743601
38.0,0.037705473,0.010743601
39.0,0.037705473,0.010743601
40.0,0.037705473,0.010743601
41.0,0.037705473,0.010743601
42.0,0.037705473,0.010743601
43.0,0.037705473,0.010743601
44.0,0.037705473,0.010743601
45.0,0.037705473,0.010743601
46.0,0.037705473,0.010743601
47.0,0.037705473,0.010743601
48.0,0.037705473,0.010743601
49.0,0.037705473,0.010743601
50.0,0.037705473,0.010743601
51.0,0.037705473,0.010743601
52.0,0.037705473,0.010743601
53.0,0.037705473,0.010743601
54.0,0.037705473,0.010743601
55.0,0.037705473,0.010743601
56.0,0.037705473,0.010743601
57.0,0.037705473,0.010743601
58.0,0.037705473,0.010743601
59.0,0.037705473,0.010743601
60.0,0.037705473,0.010743601
61.0,0.037705473,0.010743601
62.0,0.037705473,0.010743601
63.0,0.037705473,0.010743601
64.0,0.037705473,0.010743601
65.0,0.037705473,0.010743601
66.0,0.037705473,0.010743601
67.0,0.037705473,0.010743601
68.0,0.037705473,0.010743601
69.0,0.037705473,0.010743601
70.0,0.037705473,0.010743601
71.0,0.037705473,0.010743601
72.0,0.037705473,0.010743601
73.0,0.037705473,0.010743601
74.0,0.037705473,0.010743601
75.0,0.037705473,0.010743601
76.0,0.037705473,0.010743601
77.0,0.037705473,0.010743601
78.0,0.037705473,0.010743601
79.0,0.037705473,0.010743601
80.0,0.037705473,0.010743601
81.0,0.037705473,0.010743601
82.0,0.037705473,0.010743601
83.0,0.037705473,0.010743601
84.0,0.037705473,0.010743601
85.0,0.037705473,0.010743601
86.0,0.037705473,0.010743601
87.0,0.037705473,0.010743601
88.0,0.037705473,0.010743601
89.0,0.037705473,0.010743601
90.0,0.037705473,0.010743601
91.0,0.037705473,0.010743601
92.0,0.037705473,0.010743601
93.0,0.037705473,0.010743601
94.0,0.037705473,0.010743601
95.0,0.037705473,0.010743601
96.0,0.037705473,0.010743601
97.0,0.037705473,0.010743601
98.0,0.037705473,0.010743601
99.0,0.037705473,0.010743601
100.0,0.037705473,0.010743601
101.0,0.037705473,0.010743601
102.0,0.037705473,0.010743601
103.0,0.037705473,0.010743601
104.0,0.037705473,0.010743601
105.0,0.037705473,0.010743601
106.0,0.037705473,0.010743601
107.0,0.037705473,0.010743601
108.0,0.037705473,0.010743601
109.0,0.037705473,0.010743601
110.0,0.037705473,0.010743601
111.0,0.037705473,0.010743601
112.0,0.037705473,0.010743601
113.0,0.037705473,0.010743601
114.0,0.037705473,0.010743601
115.0,0.037705473,0.010743601
116.0,0.037705473,0.010743601
117.0,0.037705473,0.010743601
118.0,0.037705473,0.010743601
119.0,0.037705473,0.010743601
120.0,0.037705473,0.010743601
121.0,0.037705473,0.010743601
122.0,0.037705473,0.010743601
123.0,0.037705473,0.010743601
124.0,0.037705473,0.010743601
125.0,0.037705473,0.010743601
126.0,0.037705473,0.010743601
127.0,0.037705473,0.010743601
128.0,0.037705473,0.010743601
129.0,0.037705473,0.010743601
130.0,0.037705473,0.010743601
131.0,0.037705473,0.010743601
132.0,0.037705473,0.010743601
133.0,0.037705473,0.010743601
134.0,0.037705473,0.010743601
135.0,0.037705473,0.010743601
136.0,0.037705473,0.010743601
137.0,0.037705473,0.010743601
138.0,0.037705473,0.010743601
139.0,0.037705473,0.010743601
140.0,0.037705473,0.010743601
141.0,0.037705473,0.010743601
142.0,0.037705473,0.010743601
143.0,0.037705473,0.010743601
144.0,0.037705473,0.010743601
145.0,0.037705473,0.010743601
146.0,0.037705473,0.010743601
147.0,0.037705473,0.010743601
148.0,0.037705473,0.010743601
149.0,0.037705473,0.010743601
150.0,0.037705473,0.010743601
